ID,ID_Cliente,ID_Tipo_de_impressora,Duracao_em_meses,Valor_Total
2793,8451,Brother 7065dn,3,2997.75
2794,5212,HP P2055dn,2,1000.16
2795,8965,HP 1015,2,1003.3
2796,5134,HP Pro M127fn,2,2008.3
2797,8789,Brother 8157dn,2,1000
2798,1825,Brother 8157dn,2,1000
2799,5566,HP MFP M225dw,2,1988.04
2800,5231,Brother 7065dn,1,999.25
2801,6133,Brother L5652dn,1,9996.05
2802,8894,HP P2055dn,1,500.08
2803,117,HP 400M425dn,3,3000
2804,3148,Brother 8157dn,3,1500
2805,2361,HP P2055dn,2,1000.16
2806,1733,HP MFP M225dw,1,994.02
2807,1459,Kyocera M2040dn,3,1500
2808,7222,Brother 8157dn,3,1500
2809,9169,HP M1212nf,1,997.63
2810,9884,Brother 8952dw,3,3014.2200000000003
2811,4844,Brother 8157dn,1,500
2812,3086,Kyocera M2040dn,2,1000
2813,248,Brother 8952dw,1,1004.74
2814,669,HP M1212nf,3,2992.89
2815,8503,HP P2055dn,3,1500.24
2816,9552,Brother 7065dn,2,1998.5
2817,9774,HP 1015,3,1504.9499999999998
2818,929,HP P2055dn,3,1500.24
2819,9693,Brother L5652dn,1,9996.05
2820,8686,Kyocera M2040dn,3,1500
2821,9758,Kyocera M2040dn,2,1000
2822,8023,Brother L5652dn,1,9996.05
2823,3997,Brother 7065dn,2,1998.5
2824,9812,HP M1212nf,2,1995.26
2825,7221,Brother 8157dn,3,1500
2826,4191,Brother 7065dn,3,2997.75
2827,3759,Brother 8952dw,3,3014.2200000000003
2828,3289,HP P2055dn,3,1500.24
2829,3975,Brother 8157dn,3,1500
2830,8491,HP Pro M201dw,3,750
2831,9382,HP P2055dn,3,1500.24
2832,7543,Brother 7065dn,3,2997.75
2833,1707,HP 1015,2,1003.3
2834,6889,HP M1212nf,1,997.63
2835,262,HP M1212nf,3,2992.89
2836,9937,HP P2055dn,2,1000.16
2837,7277,Kyocera M2040dn,3,1500
2838,5407,Kyocera M2040dn,1,500
2839,5077,HP Pro M127fn,3,3012.45
2840,4926,HP P2055dn,1,500.08
2841,4019,HP Pro M127fn,2,2008.3
2842,4299,Brother L5652dn,1,9996.05
2843,5476,HP MFP M225dw,3,2982.06
2844,5530,HP P2055dn,1,500.08
2845,448,HP 1015,1,501.65
2846,3343,HP M1212nf,3,2992.89
2847,6166,Brother 8157dn,3,1500
2848,5883,Brother 8157dn,2,1000
2849,1343,HP P1606dn,1,250
2850,6719,Brother L5652dn,2,19992.1
2851,7007,HP 400M425dn,3,3000
2852,4854,Brother 8157dn,1,500
2853,4945,Brother 7065dn,3,2997.75
2854,9380,HP Pro M201dw,1,250
2855,22,HP P2055dn,3,1500.24
2856,7902,HP Pro M127fn,1,1004.15
2857,5638,HP Pro M127fn,1,1004.15
2858,104,HP P2055dn,1,500.08
2859,2000,Brother 8952dw,1,1004.74
2860,8662,HP P1606dn,1,250
2861,7273,Brother L5652dn,1,9996.05
2862,2622,Brother 8157dn,1,500
2863,1878,HP Pro M127fn,3,3012.45
2864,9409,HP MFP M225dw,2,1988.04
2865,4158,HP 1015,3,1504.9499999999998
2866,9739,Brother 7065dn,1,999.25
2867,9140,HP Pro M127fn,3,3012.45
2868,6138,HP Pro M127fn,2,2008.3
2869,7258,HP Pro M201dw,2,500
2870,9681,Brother 8952dw,1,1004.74
2871,4270,Brother L5652dn,1,9996.05
2872,7491,HP Pro M127fn,1,1004.15
2873,8200,HP 400M425dn,1,1000
2874,1406,HP 400M425dn,2,2000
2875,302,HP Pro M127fn,2,2008.3
2876,8050,HP 1015,3,1504.9499999999998
2877,2258,Brother 7065dn,2,1998.5
2878,5628,Brother 8157dn,1,500
2879,7107,Brother 8952dw,3,3014.2200000000003
2880,2178,Brother 8952dw,1,1004.74
2881,1191,Brother L5652dn,3,29988.149999999998
2882,5241,HP P2055dn,2,1000.16
2883,6037,HP 1015,2,1003.3
2884,3303,HP 1015,2,1003.3
2885,9029,HP MFP M225dw,2,1988.04
2886,7463,HP M1212nf,2,1995.26
2887,6033,HP P2055dn,1,500.08
2888,7087,HP 1015,3,1504.9499999999998
2889,6301,HP M1212nf,2,1995.26
2890,9052,HP 1015,1,501.65
2891,1421,HP 1015,1,501.65
2892,9484,Kyocera M2040dn,3,1500
2893,4071,HP P2055dn,3,1500.24
2894,3772,HP M1212nf,1,997.63
2895,3907,HP M1212nf,3,2992.89
2896,3384,HP P2055dn,3,1500.24
2897,5506,Brother 8952dw,2,2009.48
2898,9318,HP Pro M201dw,1,250
2899,8094,HP 400M425dn,3,3000
2900,3430,Brother 8952dw,2,2009.48
2901,3193,Kyocera M2040dn,3,1500
2902,9621,Brother 8157dn,1,500
2903,5251,HP 1015,2,1003.3
2904,1373,HP 400M425dn,1,1000
2905,143,Brother 7065dn,2,1998.5
2906,6460,HP P2055dn,1,500.08
2907,2404,Kyocera M2040dn,1,500
2908,7803,Brother 8952dw,1,1004.74
2909,9147,Brother 8952dw,2,2009.48
2910,668,Kyocera M2040dn,2,1000
2911,2887,Brother 7065dn,3,2997.75
2912,1581,HP P2055dn,1,500.08
2913,6354,Brother L5652dn,2,19992.1
2914,545,HP 1015,2,1003.3
2915,5492,HP P1606dn,3,750
2916,614,HP Pro M127fn,2,2008.3
2917,5756,HP 1015,2,1003.3
2918,4841,Brother 7065dn,1,999.25
2919,8750,Kyocera M2040dn,2,1000
2920,8586,HP M1212nf,2,1995.26
2921,2438,Brother 7065dn,3,2997.75
2922,3111,HP M1212nf,2,1995.26
2923,273,Brother 8157dn,3,1500
2924,2630,HP M1212nf,1,997.63
2925,813,HP M1212nf,2,1995.26
2926,1622,Brother 8157dn,3,1500
2927,7944,Brother 7065dn,1,999.25
2928,5076,Brother 8157dn,3,1500
2929,1389,HP Pro M127fn,1,1004.15
2930,6083,HP P2055dn,1,500.08
2931,5996,HP P2055dn,2,1000.16
2932,3383,HP P2055dn,1,500.08
2933,5465,HP P1606dn,3,750
2934,6317,Brother 8157dn,3,1500
2935,8613,HP 400M425dn,3,3000
2936,3854,HP P1606dn,1,250
2937,6834,Brother 8157dn,1,500
2938,6934,HP MFP M225dw,3,2982.06
2939,7574,HP M1212nf,2,1995.26
2940,7347,HP Pro M201dw,2,500
2941,9261,HP Pro M127fn,3,3012.45
2942,5839,HP P2055dn,3,1500.24
2943,9019,Brother L5652dn,2,19992.1
2944,4162,Brother 7065dn,1,999.25
2945,2325,Brother 7065dn,2,1998.5
2946,9223,HP P2055dn,3,1500.24
2947,962,Brother 8157dn,2,1000
2948,1541,Brother 8157dn,2,1000
2949,1196,Brother L5652dn,2,19992.1
2950,3322,Brother 7065dn,2,1998.5
2951,1730,HP P2055dn,2,1000.16
2952,8265,HP M1212nf,1,997.63
2953,2950,Brother 8952dw,2,2009.48
2954,1506,Brother L5652dn,1,9996.05
2955,6386,HP P2055dn,3,1500.24
2956,2384,HP Pro M201dw,3,750
2957,2967,Brother 7065dn,1,999.25
2958,3536,Brother 8157dn,2,1000
2959,2571,HP P2055dn,3,1500.24
2960,2323,HP 400M425dn,2,2000
2961,8035,HP Pro M201dw,2,500
2962,4872,Brother 8157dn,3,1500
2963,2454,HP P2055dn,2,1000.16
2964,9770,HP P2055dn,1,500.08
2965,5067,HP Pro M201dw,3,750
2966,1240,HP P2055dn,2,1000.16
2967,5697,HP M1212nf,3,2992.89
2968,1103,HP P2055dn,1,500.08
2969,4304,HP M1212nf,2,1995.26
2970,4870,HP P1606dn,3,750
2971,170,HP P1606dn,2,500
2972,7634,HP P1606dn,2,500
2973,7572,Kyocera M2040dn,3,1500
2974,2071,HP P2055dn,2,1000.16
2975,9889,HP Pro M127fn,1,1004.15
2976,593,HP 1015,2,1003.3
2977,8489,Brother 7065dn,2,1998.5
2978,6807,Brother 7065dn,1,999.25
2979,3328,Brother 8952dw,3,3014.2200000000003
2980,8134,Brother 8157dn,2,1000
2981,8645,Brother L5652dn,3,29988.149999999998
2982,2384,HP P2055dn,2,1000.16
2983,1271,HP 1015,3,1504.9499999999998
2984,2202,Brother L5652dn,2,19992.1
2985,1331,Kyocera M2040dn,2,1000
2986,6322,Kyocera M2040dn,2,1000
2987,9927,HP M1212nf,3,2992.89
2988,7807,HP M1212nf,2,1995.26
2989,5628,Brother 8157dn,1,500
2990,9960,HP MFP M225dw,2,1988.04
2991,1766,Kyocera M2040dn,3,1500
2992,697,Brother 8157dn,1,500
2993,61,Brother L5652dn,1,9996.05
2994,659,HP 400M425dn,3,3000
2995,6810,HP P1606dn,3,750
2996,670,HP P2055dn,3,1500.24
2997,6533,HP M1212nf,1,997.63
2998,3830,Brother 8952dw,2,2009.48
2999,732,HP MFP M225dw,2,1988.04
3000,7494,Brother 8157dn,3,1500
3001,9755,HP M1212nf,3,2992.89
3002,6189,HP 1015,1,501.65
3003,1723,Brother 8952dw,1,1004.74
3004,4866,HP P1606dn,3,750
3005,9772,HP M1212nf,3,2992.89
3006,377,HP Pro M201dw,3,750
3007,9007,HP P2055dn,3,1500.24
3008,2115,Brother 8952dw,3,3014.2200000000003
3009,933,HP 1015,3,1504.9499999999998
3010,2792,Brother L5652dn,2,19992.1
3011,9222,Brother 7065dn,3,2997.75
3012,5692,HP Pro M201dw,3,750
3013,8912,Brother 8157dn,3,1500
3014,1279,HP P1606dn,3,750
3015,6679,HP P2055dn,3,1500.24
3016,3596,Brother 8952dw,3,3014.2200000000003
3017,8834,Brother 8157dn,2,1000
3018,1663,Brother L5652dn,1,9996.05
3019,8620,Kyocera M2040dn,3,1500
3020,3748,Brother 8157dn,2,1000
3021,3422,Brother 8157dn,3,1500
3022,6062,Brother 8157dn,2,1000
3023,2173,Kyocera M2040dn,2,1000
3024,2215,Brother 7065dn,1,999.25
3025,1082,Brother 7065dn,3,2997.75
3026,635,Brother 8157dn,3,1500
3027,6914,HP P2055dn,3,1500.24
3028,67,HP MFP M225dw,1,994.02
3029,7741,HP M1212nf,2,1995.26
3030,9843,Brother 8157dn,1,500
3031,2381,Brother L5652dn,1,9996.05
3032,8920,HP P2055dn,3,1500.24
3033,7847,Brother 8952dw,1,1004.74
3034,454,HP P2055dn,3,1500.24
3035,4921,Brother L5652dn,1,9996.05
3036,7305,HP P2055dn,2,1000.16
3037,8782,HP P2055dn,3,1500.24
3038,228,Brother 8157dn,3,1500
3039,1986,HP P1606dn,3,750
3040,8982,HP Pro M127fn,1,1004.15
3041,822,Brother 8157dn,2,1000
3042,4631,HP M1212nf,2,1995.26
3043,5516,Brother 7065dn,1,999.25
3044,8877,HP 1015,3,1504.9499999999998
3045,9424,HP MFP M225dw,3,2982.06
3046,3927,Brother L5652dn,1,9996.05
3047,261,Brother 8952dw,1,1004.74
3048,8208,Brother 8157dn,1,500
3049,9937,HP P1606dn,1,250
3050,5108,Kyocera M2040dn,3,1500
3051,6798,Brother 7065dn,2,1998.5
3052,1615,HP 1015,3,1504.9499999999998
3053,7225,Brother L5652dn,3,29988.149999999998
3054,1191,Brother 7065dn,1,999.25
3055,9196,Brother L5652dn,2,19992.1
3056,6469,Brother 7065dn,1,999.25
3057,9311,Brother L5652dn,3,29988.149999999998
3058,3119,HP P2055dn,1,500.08
3059,7474,HP Pro M127fn,2,2008.3
3060,1100,Brother 8952dw,3,3014.2200000000003
3061,441,HP MFP M225dw,2,1988.04
3062,6621,HP Pro M201dw,2,500
3063,8651,HP M1212nf,3,2992.89
3064,9254,HP M1212nf,2,1995.26
3065,9045,HP P1606dn,3,750
3066,3373,Brother 8952dw,2,2009.48
3067,5959,Brother 8952dw,1,1004.74
3068,1885,HP M1212nf,2,1995.26
3069,5675,Brother 8952dw,2,2009.48
3070,6751,Brother 8157dn,1,500
3071,9266,HP M1212nf,3,2992.89
3072,7725,Brother 7065dn,1,999.25
3073,5996,Brother L5652dn,2,19992.1
3074,114,Brother 8157dn,3,1500
3075,4123,HP Pro M127fn,3,3012.45
3076,6623,Kyocera M2040dn,3,1500
3077,3542,HP M1212nf,3,2992.89
3078,6384,HP M1212nf,1,997.63
3079,1604,HP M1212nf,1,997.63
3080,8640,HP P1606dn,1,250
3081,9457,HP Pro M127fn,1,1004.15
3082,8213,Brother 7065dn,2,1998.5
3083,9150,Brother L5652dn,2,19992.1
3084,1501,HP Pro M127fn,2,2008.3
3085,4519,Brother L5652dn,1,9996.05
3086,4780,HP P1606dn,2,500
3087,434,HP M1212nf,2,1995.26
3088,2704,Brother L5652dn,2,19992.1
3089,80,HP Pro M201dw,1,250
3090,5092,Kyocera M2040dn,2,1000
3091,45,Brother 7065dn,2,1998.5
3092,8817,HP M1212nf,1,997.63
3093,5322,HP P1606dn,1,250
3094,2027,HP P2055dn,3,1500.24
3095,9370,HP M1212nf,2,1995.26
3096,1757,Brother 8157dn,3,1500
3097,3132,HP Pro M127fn,3,3012.45
3098,2631,Brother 8157dn,1,500
3099,8012,Brother 8157dn,2,1000
3100,140,Kyocera M2040dn,1,500
3101,5951,HP M1212nf,1,997.63
3102,295,HP P2055dn,1,500.08
3103,2390,Brother 8157dn,2,1000
3104,9822,HP Pro M201dw,1,250
3105,7538,HP P1606dn,2,500
3106,912,HP P2055dn,3,1500.24
3107,6426,HP M1212nf,3,2992.89
3108,125,HP 1015,2,1003.3
3109,9721,Brother 8157dn,1,500
3110,2402,Brother 8952dw,3,3014.2200000000003
3111,3950,Brother 7065dn,1,999.25
3112,7557,Brother 8157dn,3,1500
3113,7546,Brother 7065dn,2,1998.5
3114,7074,HP 1015,2,1003.3
3115,6790,Brother 8157dn,2,1000
3116,5852,HP P2055dn,3,1500.24
3117,2707,Brother 8157dn,3,1500
3118,4003,Brother 8157dn,1,500
3119,4789,HP P2055dn,2,1000.16
3120,8402,HP Pro M127fn,2,2008.3
3121,5875,Brother L5652dn,3,29988.149999999998
3122,9601,HP Pro M127fn,2,2008.3
3123,8107,HP M1212nf,3,2992.89
3124,1594,Brother 8157dn,2,1000
3125,8326,Brother 8157dn,2,1000
3126,3128,HP P2055dn,3,1500.24
3127,5368,Brother 8952dw,3,3014.2200000000003
3128,5048,HP 1015,3,1504.9499999999998
3129,3244,HP M1212nf,2,1995.26
3130,9839,Brother 8157dn,1,500
3131,7636,HP 1015,1,501.65
3132,9938,HP M1212nf,2,1995.26
3133,9751,Brother 8952dw,1,1004.74
3134,157,Brother 8157dn,1,500
3135,1202,HP P2055dn,2,1000.16
3136,8351,Brother 8157dn,1,500
3137,3800,HP P1606dn,2,500
3138,5531,HP 1015,3,1504.9499999999998
3139,9170,HP 400M425dn,3,3000
3140,5463,HP P1606dn,2,500
3141,7973,Brother 7065dn,2,1998.5
3142,597,HP 400M425dn,2,2000
3143,8130,Brother 7065dn,1,999.25
3144,6598,Brother 8157dn,2,1000
3145,5124,Brother 8952dw,1,1004.74
3146,7796,Kyocera M2040dn,2,1000
3147,2141,HP 1015,1,501.65
3148,6354,HP M1212nf,1,997.63
3149,3439,Brother 7065dn,3,2997.75
3150,5486,HP Pro M127fn,3,3012.45
3151,6070,HP M1212nf,3,2992.89
3152,4141,HP P2055dn,3,1500.24
3153,1465,Kyocera M2040dn,1,500
3154,5236,HP MFP M225dw,1,994.02
3155,3827,Brother L5652dn,3,29988.149999999998
3156,8699,HP Pro M127fn,1,1004.15
3157,6971,Brother 8952dw,1,1004.74
3158,7296,HP Pro M201dw,3,750
3159,5979,Brother 8157dn,2,1000
3160,7301,Brother 7065dn,1,999.25
3161,1709,Brother 8157dn,1,500
3162,802,HP MFP M225dw,1,994.02
3163,2002,HP 1015,3,1504.9499999999998
3164,1186,HP 400M425dn,1,1000
3165,6504,HP Pro M127fn,2,2008.3
3166,6305,Brother 7065dn,2,1998.5
3167,5206,Brother L5652dn,2,19992.1
3168,5457,HP P1606dn,3,750
3169,1600,Brother 8952dw,2,2009.48
3170,8653,HP M1212nf,3,2992.89
3171,7556,HP M1212nf,1,997.63
3172,1380,HP P2055dn,1,500.08
3173,4384,Brother 7065dn,2,1998.5
3174,2556,HP Pro M127fn,1,1004.15
3175,9452,HP P2055dn,3,1500.24
3176,3100,Brother 8952dw,3,3014.2200000000003
3177,8316,HP M1212nf,2,1995.26
3178,5901,HP P1606dn,1,250
3179,7433,HP P2055dn,1,500.08
3180,9338,Brother 8952dw,2,2009.48
3181,1553,Brother 8157dn,1,500
3182,3553,HP P2055dn,3,1500.24
3183,8484,Brother 7065dn,3,2997.75
3184,4990,HP M1212nf,2,1995.26
3185,5736,Brother 8157dn,3,1500
3186,8906,HP P2055dn,2,1000.16
3187,4968,Brother 8952dw,1,1004.74
3188,8244,HP 1015,1,501.65
3189,5747,HP P2055dn,2,1000.16
3190,581,HP P1606dn,3,750
3191,8507,Brother L5652dn,1,9996.05
3192,8849,Brother 7065dn,2,1998.5
3193,322,HP 1015,2,1003.3
3194,9434,HP MFP M225dw,2,1988.04
3195,7396,Brother 8952dw,3,3014.2200000000003
3196,6692,HP 400M425dn,2,2000
3197,7916,HP Pro M127fn,3,3012.45
3198,9040,Brother 8952dw,2,2009.48
3199,2612,Brother 8952dw,1,1004.74
3200,9116,HP M1212nf,1,997.63
3201,5813,HP M1212nf,1,997.63
3202,4142,HP M1212nf,1,997.63
3203,7751,HP M1212nf,1,997.63
3204,4660,Brother 8157dn,2,1000
3205,8061,Brother 7065dn,3,2997.75
3206,3719,Brother L5652dn,1,9996.05
3207,1590,Brother 8157dn,3,1500
3208,2314,HP MFP M225dw,3,2982.06
3209,5574,Kyocera M2040dn,2,1000
3210,5142,Brother 8157dn,2,1000
3211,9107,HP P1606dn,3,750
3212,5780,Brother 8952dw,3,3014.2200000000003
3213,4523,Brother 8157dn,2,1000
3214,6515,Brother 8952dw,3,3014.2200000000003
3215,8695,Brother L5652dn,3,29988.149999999998
3216,4777,Brother 8157dn,3,1500
3217,1340,HP MFP M225dw,1,994.02
3218,4574,HP P2055dn,1,500.08
3219,8028,HP P1606dn,3,750
3220,2443,Brother 8952dw,3,3014.2200000000003
3221,9278,HP MFP M225dw,3,2982.06
3222,9148,Brother 7065dn,3,2997.75
3223,5943,HP P2055dn,1,500.08
3224,2940,HP P1606dn,2,500
3225,7913,Brother L5652dn,2,19992.1
3226,6060,HP Pro M127fn,1,1004.15
3227,3800,HP M1212nf,3,2992.89
3228,6823,HP Pro M127fn,3,3012.45
3229,8271,HP M1212nf,2,1995.26
3230,1859,HP P2055dn,2,1000.16
3231,8386,Brother 7065dn,1,999.25
3232,5991,HP P2055dn,1,500.08
3233,7698,HP 400M425dn,2,2000
3234,4543,Brother 8952dw,1,1004.74
3235,4363,HP 400M425dn,2,2000
3236,4331,Brother L5652dn,3,29988.149999999998
3237,312,HP P2055dn,3,1500.24
3238,3113,Kyocera M2040dn,1,500
3239,7298,HP P2055dn,1,500.08
3240,4244,Brother 7065dn,1,999.25
3241,7752,HP Pro M127fn,1,1004.15
3242,8806,HP M1212nf,2,1995.26
3243,4860,Brother 8157dn,3,1500
3244,5313,HP M1212nf,2,1995.26
3245,4030,Brother 8157dn,3,1500
3246,9260,HP P1606dn,3,750
3247,2545,HP P2055dn,2,1000.16
3248,7528,Brother 7065dn,2,1998.5
3249,5773,HP Pro M127fn,1,1004.15
3250,7822,Brother 7065dn,2,1998.5
3251,7156,HP M1212nf,3,2992.89
3252,8859,HP M1212nf,3,2992.89
3253,4418,Brother 8157dn,2,1000
3254,5078,HP M1212nf,3,2992.89
3255,7011,Brother L5652dn,2,19992.1
3256,5526,HP P2055dn,3,1500.24
3257,1222,HP 1015,3,1504.9499999999998
3258,9776,Brother 8952dw,3,3014.2200000000003
3259,2031,Kyocera M2040dn,3,1500
3260,9437,HP Pro M201dw,2,500
3261,282,HP 1015,2,1003.3
3262,9394,HP P2055dn,1,500.08
3263,7064,Brother 8157dn,2,1000
3264,272,Brother L5652dn,2,19992.1
3265,6391,Brother L5652dn,2,19992.1
3266,5046,HP Pro M127fn,2,2008.3
3267,9113,HP M1212nf,3,2992.89
3268,696,HP P2055dn,2,1000.16
3269,5962,HP P2055dn,1,500.08
3270,1834,HP Pro M201dw,2,500
3271,5077,HP MFP M225dw,2,1988.04
3272,8283,HP P2055dn,1,500.08
3273,4049,Brother 8157dn,3,1500
3274,2417,Brother 8952dw,1,1004.74
3275,1713,HP Pro M201dw,3,750
3276,6719,HP M1212nf,1,997.63
3277,4482,Brother 8157dn,3,1500
3278,6509,Brother 7065dn,3,2997.75
3279,7647,HP Pro M127fn,3,3012.45
3280,2776,HP P2055dn,1,500.08
3281,6798,HP P2055dn,2,1000.16
3282,7527,HP M1212nf,1,997.63
3283,1256,Brother 8157dn,3,1500
3284,7189,Kyocera M2040dn,1,500
3285,1502,Brother 8157dn,1,500
3286,3431,HP Pro M127fn,2,2008.3
3287,5966,HP MFP M225dw,2,1988.04
3288,514,HP Pro M127fn,3,3012.45
3289,7068,HP M1212nf,2,1995.26
3290,9927,Brother 8157dn,1,500
3291,3248,Brother 8952dw,2,2009.48
3292,4602,HP M1212nf,3,2992.89
3293,5189,HP M1212nf,1,997.63
3294,5694,Kyocera M2040dn,2,1000
3295,5978,Brother 7065dn,3,2997.75
3296,3732,HP P2055dn,2,1000.16
3297,2374,Brother 7065dn,2,1998.5
3298,4866,Brother L5652dn,1,9996.05
3299,1248,HP Pro M201dw,3,750
3300,8775,Brother 8157dn,3,1500
3301,5634,Brother 7065dn,1,999.25
3302,9593,HP 1015,2,1003.3
3303,3512,HP P2055dn,3,1500.24
3304,6917,Brother L5652dn,1,9996.05
3305,6335,HP P2055dn,3,1500.24
3306,4989,HP M1212nf,1,997.63
3307,6956,Brother 7065dn,1,999.25
3308,1167,Brother L5652dn,2,19992.1
3309,8741,Brother 7065dn,3,2997.75
3310,2206,HP M1212nf,3,2992.89
3311,6852,HP MFP M225dw,3,2982.06
3312,3613,HP P2055dn,2,1000.16
3313,7450,Brother 8952dw,3,3014.2200000000003
3314,3575,HP M1212nf,1,997.63
3315,1349,Brother 8157dn,2,1000
3316,6160,HP P2055dn,2,1000.16
3317,6431,HP MFP M225dw,1,994.02
3318,6718,Brother L5652dn,3,29988.149999999998
3319,8139,Brother 8157dn,1,500
3320,3996,HP Pro M127fn,3,3012.45
3321,3862,Kyocera M2040dn,3,1500
3322,5284,HP Pro M127fn,1,1004.15
3323,8507,HP P2055dn,3,1500.24
3324,4922,HP MFP M225dw,3,2982.06
3325,6362,Kyocera M2040dn,2,1000
3326,8299,Kyocera M2040dn,1,500
3327,5783,HP M1212nf,2,1995.26
3328,7489,Brother 8952dw,2,2009.48
3329,556,HP P2055dn,3,1500.24
3330,6775,Brother 7065dn,1,999.25
3331,4732,HP M1212nf,2,1995.26
3332,7566,Kyocera M2040dn,1,500
3333,1256,HP 1015,1,501.65
3334,8643,HP P2055dn,3,1500.24
3335,4869,Brother L5652dn,1,9996.05
3336,7118,Brother L5652dn,3,29988.149999999998
3337,8713,Brother 8157dn,3,1500
3338,3896,Brother L5652dn,2,19992.1
3339,3183,HP Pro M127fn,2,2008.3
3340,594,Brother 8952dw,2,2009.48
3341,347,Brother 8157dn,3,1500
3342,5254,HP 1015,1,501.65
3343,4638,HP Pro M127fn,2,2008.3
3344,2157,Brother 8157dn,3,1500
3345,6498,Brother L5652dn,1,9996.05
3346,1450,HP Pro M201dw,3,750
3347,8321,HP 1015,1,501.65
3348,1349,HP Pro M127fn,2,2008.3
3349,8623,Brother 7065dn,3,2997.75
3350,1802,Brother L5652dn,3,29988.149999999998
3351,524,Brother 8157dn,3,1500
3352,355,Brother L5652dn,1,9996.05
3353,9806,Brother 7065dn,3,2997.75
3354,2447,Brother 7065dn,2,1998.5
3355,4506,Brother L5652dn,1,9996.05
3356,4787,Brother 7065dn,2,1998.5
3357,5019,Brother L5652dn,2,19992.1
3358,951,Brother L5652dn,3,29988.149999999998
3359,3919,Brother L5652dn,2,19992.1
3360,1180,Kyocera M2040dn,2,1000
3361,7941,Brother 8157dn,1,500
3362,4714,HP P2055dn,2,1000.16
3363,7207,Brother 7065dn,2,1998.5
3364,9549,HP MFP M225dw,3,2982.06
3365,1661,HP P2055dn,1,500.08
3366,6340,Brother 7065dn,1,999.25
3367,1469,Kyocera M2040dn,2,1000
3368,1575,HP P2055dn,3,1500.24
3369,6795,HP P1606dn,3,750
3370,364,HP M1212nf,3,2992.89
3371,4131,Brother 8157dn,2,1000
3372,7107,Brother L5652dn,2,19992.1
3373,7257,HP P2055dn,1,500.08
3374,3897,Brother 8952dw,3,3014.2200000000003
3375,4683,Kyocera M2040dn,2,1000
3376,9026,HP 1015,1,501.65
3377,7240,HP MFP M225dw,2,1988.04
3378,4231,HP M1212nf,1,997.63
3379,3446,HP MFP M225dw,3,2982.06
3380,6683,Kyocera M2040dn,3,1500
3381,7320,Brother 7065dn,1,999.25
3382,501,HP 400M425dn,1,1000
3383,6344,HP P2055dn,2,1000.16
3384,8960,Brother L5652dn,3,29988.149999999998
3385,6751,HP P1606dn,2,500
3386,16,Brother 8157dn,1,500
3387,6233,Brother 8952dw,1,1004.74
3388,3306,HP 1015,3,1504.9499999999998
3389,7182,HP 400M425dn,3,3000
3390,6444,Brother L5652dn,1,9996.05
3391,8659,Brother L5652dn,3,29988.149999999998
3392,7043,Kyocera M2040dn,3,1500
3393,7396,HP P2055dn,2,1000.16
3394,6791,HP P2055dn,3,1500.24
3395,2090,Kyocera M2040dn,2,1000
3396,1660,HP P2055dn,3,1500.24
3397,1754,HP P2055dn,1,500.08
3398,2386,HP MFP M225dw,1,994.02
3399,1511,HP MFP M225dw,1,994.02
3400,9463,Brother 8157dn,2,1000
3401,4804,Kyocera M2040dn,1,500
3402,8994,HP M1212nf,2,1995.26
3403,8928,HP M1212nf,1,997.63
3404,5456,HP P2055dn,3,1500.24
3405,1645,HP M1212nf,3,2992.89
3406,7889,Brother 8157dn,1,500
3407,374,HP 400M425dn,2,2000
3408,2261,Brother 8952dw,3,3014.2200000000003
3409,8090,HP P2055dn,1,500.08
3410,9650,Kyocera M2040dn,1,500
3411,7143,Brother L5652dn,1,9996.05
3412,1478,Kyocera M2040dn,2,1000
3413,3467,HP MFP M225dw,1,994.02
3414,8072,Brother 7065dn,3,2997.75
3415,8657,Brother 7065dn,3,2997.75
3416,9425,HP Pro M201dw,2,500
3417,6740,HP P2055dn,3,1500.24
3418,4065,HP M1212nf,2,1995.26
3419,3792,HP 1015,2,1003.3
3420,3774,HP M1212nf,1,997.63
3421,1050,Brother L5652dn,2,19992.1
3422,9337,HP 1015,1,501.65
3423,6215,Brother 8157dn,2,1000
3424,1103,Brother L5652dn,3,29988.149999999998
3425,9985,HP P1606dn,3,750
3426,6761,HP M1212nf,1,997.63
3427,2405,HP P2055dn,3,1500.24
3428,76,HP M1212nf,1,997.63
3429,2208,HP P1606dn,2,500
3430,9565,Kyocera M2040dn,1,500
3431,4076,Kyocera M2040dn,2,1000
3432,5968,HP P2055dn,3,1500.24
3433,3439,HP P2055dn,2,1000.16
3434,7364,Brother 8952dw,2,2009.48
3435,9947,HP M1212nf,2,1995.26
3436,5304,HP 1015,2,1003.3
3437,9157,Brother 8952dw,3,3014.2200000000003
3438,6668,Brother 7065dn,1,999.25
3439,402,HP M1212nf,3,2992.89
3440,2934,Brother 7065dn,2,1998.5
3441,6754,HP M1212nf,3,2992.89
3442,3617,Brother L5652dn,2,19992.1
3443,4186,HP P2055dn,2,1000.16
3444,1889,Brother 8157dn,1,500
3445,1538,HP Pro M201dw,3,750
3446,5884,HP 1015,2,1003.3
3447,2621,HP 1015,2,1003.3
3448,1863,Brother 8952dw,3,3014.2200000000003
3449,9881,Brother 7065dn,3,2997.75
3450,8131,Kyocera M2040dn,2,1000
3451,504,HP M1212nf,1,997.63
3452,8736,Brother 7065dn,1,999.25
3453,3775,Brother L5652dn,1,9996.05
3454,3978,HP Pro M127fn,3,3012.45
